Orderdetails_id,Order_id,Pizza_id,Quantity
26844,2534,683,1
26845,2534,422,1
26846,2535,176,3
26847,2535,603,2
26848,2535,277,3
26849,2535,125,1
26850,2535,18,2
26851,2535,267,4
26852,2536,294,5
26853,2536,136,1
26854,2536,143,5
26855,2536,273,3
26856,2536,189,3
26857,2536,643,3
26858,2537,587,1
26859,2537,129,3
26860,2537,36,5
26861,2537,90,1
26862,2537,43,1
26863,2537,266,5
26864,2537,337,2
26865,2537,289,3
26866,2538,113,4
26867,2538,558,2
26868,2538,176,3
26869,2538,422,5
26870,2538,635,1
26871,2538,344,2
26872,2538,192,5
26873,2539,322,2
26874,2539,2,5
26875,2540,207,2
26876,2540,490,3
26877,2540,105,1
26878,2540,716,5
26879,2541,100,2
26880,2541,370,2
26881,2542,55,2
26882,2542,173,2
26883,2542,392,4
26884,2542,688,4
26885,2542,130,4
26886,2542,118,1
26887,2542,10,1
26888,2542,359,5
26889,2542,291,2
26890,2542,35,4
26891,2542,325,5
26892,2542,130,2
26893,2543,508,5
26894,2543,486,2
26895,2543,358,1
26896,2543,680,1
26897,2543,701,2
26898,2543,315,4
26899,2543,523,4
26900,2543,482,4
26901,2543,67,5
26902,2543,354,3
26903,2543,165,1
26904,2544,186,4
26905,2544,451,1
26906,2544,609,2
26907,2544,547,5
26908,2544,164,2
26909,2544,448,3
26910,2544,564,5
26911,2544,646,3
26912,2544,202,1
26913,2544,569,5
26914,2544,700,5
26915,2544,529,2
26916,2544,106,4
26917,2544,627,2
26918,2544,79,4
26919,2545,493,1
26920,2545,476,1
26921,2545,13,4
26922,2545,518,2
26923,2545,670,5
26924,2545,607,1
26925,2545,611,3
26926,2545,210,5
26927,2545,671,5
26928,2545,58,1
26929,2546,159,3
26930,2546,225,3
26931,2546,710,5
26932,2546,297,2
26933,2546,609,4
26934,2546,48,5
26935,2546,176,5
26936,2546,382,3
26937,2546,606,1
26938,2546,275,1
26939,2546,379,2
26940,2546,440,1
26941,2547,681,2
26942,2547,338,2
26943,2547,479,5
26944,2547,609,3
26945,2547,271,1
26946,2547,360,3
26947,2547,652,4
26948,2547,411,5
26949,2547,627,3
26950,2547,532,1
26951,2547,350,3
26952,2547,426,2
26953,2547,10,3
26954,2547,367,2
26955,2547,240,5
26956,2548,59,2
26957,2548,638,1
26958,2548,461,1
26959,2548,241,4
26960,2548,282,1
26961,2548,683,2
26962,2548,696,2
26963,2548,373,4
26964,2548,689,2
26965,2548,265,4
26966,2549,154,3
26967,2549,595,1
26968,2549,289,5
26969,2549,387,3
26970,2549,315,4
26971,2549,461,4
26972,2549,293,3
26973,2549,722,1
26974,2549,556,2
26975,2549,347,4
26976,2549,24,1
26977,2549,423,5
26978,2549,266,4
26979,2549,232,4
26980,2550,362,5
26981,2550,220,1
26982,2550,677,3
26983,2550,407,2
26984,2550,259,5
26985,2550,338,4
26986,2550,390,3
26987,2550,89,5
26988,2550,417,5
26989,2550,695,4
26990,2550,578,5
26991,2550,128,1
26992,2550,605,4
26993,2550,31,3
26994,2550,409,4
26995,2550,290,1
26996,2550,237,1
26997,2551,659,4
26998,2551,647,3
26999,2551,648,4
27000,2551,401,4
27001,2551,314,1
27002,2551,642,4
27003,2551,560,2
27004,2551,547,4
27005,2551,385,2
27006,2552,272,2
27007,2552,361,2
27008,2552,290,5
27009,2552,72,2
27010,2552,483,2
27011,2552,394,3
27012,2552,513,2
27013,2552,411,2
27014,2552,2,3
27015,2552,474,5
27016,2552,78,3
27017,2552,28,2
27018,2552,230,5
27019,2552,708,1
27020,2552,382,3
27021,2552,248,5
27022,2553,167,4
27023,2553,685,4
27024,2553,396,3
27025,2553,361,2
27026,2553,346,2
27027,2553,374,2
27028,2553,605,1
27029,2553,500,3
27030,2553,484,4
27031,2553,79,4
27032,2553,616,2
27033,2554,470,2
27034,2554,298,3
27035,2554,673,3
27036,2554,349,1
27037,2554,21,5
27038,2555,684,3
27039,2555,492,1
27040,2555,513,5
27041,2555,340,4
27042,2555,19,2
27043,2555,342,3
27044,2555,292,3
27045,2555,721,3
27046,2555,342,3
27047,2555,112,4
27048,2555,301,2
27049,2555,689,3
27050,2555,694,1
27051,2555,519,1
27052,2556,331,3
27053,2556,466,4
27054,2556,657,4
27055,2556,500,1
27056,2556,417,3
27057,2556,455,1
27058,2556,708,4
27059,2556,27,2
27060,2556,297,2
27061,2556,121,4
27062,2557,308,3
27063,2557,463,1
27064,2557,488,5
27065,2557,450,5
27066,2558,261,2
27067,2559,624,3
27068,2559,275,5
27069,2559,133,2
27070,2559,355,4
27071,2559,695,5
27072,2559,351,4
27073,2560,705,2
27074,2560,92,2
27075,2560,530,2
27076,2560,674,3
27077,2560,685,4
27078,2561,392,5
27079,2561,622,4
27080,2561,372,4
27081,2561,343,5
27082,2561,693,2
27083,2562,385,4
27084,2562,232,3
27085,2562,164,1
27086,2562,35,5
27087,2562,499,1
27088,2562,307,2
27089,2562,463,1
27090,2562,576,2
27091,2562,614,2
27092,2562,342,3
27093,2562,510,3
27094,2562,10,4
27095,2562,67,5
27096,2562,565,5
27097,2562,590,1
27098,2562,463,5
27099,2562,111,2
27100,2562,82,2
27101,2562,219,2
27102,2562,100,1
27103,2563,71,2
27104,2563,217,2
27105,2563,437,1
27106,2563,271,3
27107,2563,573,4
27108,2563,458,3
27109,2563,730,3
27110,2563,440,4
27111,2563,446,4
27112,2563,412,4
27113,2563,182,1
27114,2563,168,1
27115,2563,73,3
27116,2563,264,5
27117,2564,455,3
27118,2564,491,5
27119,2564,146,1
27120,2564,131,4
27121,2564,93,4
27122,2565,531,2
27123,2565,617,1
27124,2565,45,4
27125,2565,142,1
27126,2565,259,3
27127,2565,612,1
27128,2566,489,3
27129,2566,210,2
27130,2566,524,1
27131,2566,549,2
27132,2566,692,5
27133,2566,646,1
27134,2566,368,3
27135,2566,6,4
27136,2566,723,5
27137,2566,119,1
27138,2566,268,4
27139,2566,456,2
27140,2566,60,2
27141,2566,370,1
27142,2566,678,5
27143,2566,189,2
27144,2566,154,2
27145,2566,65,5
27146,2566,563,1
27147,2567,294,4
27148,2567,88,3
27149,2567,459,5
27150,2567,355,3
27151,2567,356,5
27152,2567,210,4
27153,2567,441,1
27154,2567,392,5
27155,2567,374,3
27156,2568,280,4
27157,2568,655,4
27158,2569,384,3
27159,2569,398,4
27160,2569,714,4
27161,2569,582,5
27162,2569,695,3
27163,2569,293,2
27164,2569,495,3
27165,2569,57,5
27166,2569,391,1
27167,2569,36,5
27168,2569,11,2
27169,2570,250,5
27170,2570,649,1
27171,2570,108,2
27172,2570,518,5
27173,2570,341,2
27174,2570,187,1
27175,2570,183,4
27176,2570,713,3
27177,2570,258,5
27178,2570,43,3
27179,2570,222,1
27180,2570,609,4
27181,2570,730,3
27182,2570,189,4
27183,2570,689,2
27184,2570,198,1
27185,2570,39,2
27186,2571,471,5
27187,2571,516,5
27188,2571,572,3
27189,2571,269,3
27190,2571,221,1
27191,2571,463,4
27192,2571,356,1
27193,2571,567,3
27194,2571,536,1
27195,2572,210,4
27196,2572,558,3
27197,2572,175,3
27198,2572,140,3
27199,2572,305,1
27200,2572,557,5
27201,2572,336,5
27202,2572,289,2
27203,2572,193,1
27204,2572,543,5
27205,2572,191,5
27206,2572,396,5
27207,2572,418,2
27208,2572,474,5
27209,2572,317,1
27210,2572,382,4
27211,2572,158,5
27212,2572,455,5
27213,2573,449,1
27214,2573,501,5
27215,2573,444,3
27216,2573,698,3
27217,2573,707,2
27218,2573,140,3
27219,2573,545,5
27220,2573,349,5
27221,2573,154,2
27222,2573,728,1
27223,2573,228,2
27224,2573,402,5
27225,2573,542,3
27226,2573,401,3
27227,2573,375,1
27228,2573,622,3
27229,2573,662,4
27230,2573,696,3
27231,2574,163,2
27232,2574,561,5
27233,2574,289,2
27234,2575,627,3
27235,2575,67,1
27236,2575,407,3
27237,2575,463,4
27238,2575,724,4
27239,2576,704,3
27240,2576,352,2
27241,2576,182,3
27242,2576,28,3
27243,2576,34,3
27244,2576,491,5
27245,2576,546,3
27246,2576,33,2
27247,2576,358,4
27248,2576,81,1
27249,2576,687,1
27250,2576,379,3
27251,2576,530,1
27252,2576,356,5
27253,2577,429,2
27254,2577,201,4
27255,2577,265,3
27256,2577,675,5
27257,2577,488,1
27258,2577,256,1
27259,2577,566,5
27260,2577,476,2
27261,2577,342,2
27262,2577,618,4
27263,2577,319,1
27264,2578,468,4
27265,2578,564,2
27266,2579,635,3
27267,2579,453,3
27268,2579,258,5
27269,2579,617,5
27270,2579,229,2
27271,2579,167,1
27272,2579,222,2
27273,2579,487,3
27274,2580,461,3
27275,2580,423,1
27276,2580,704,2
27277,2580,613,4
27278,2580,56,4
27279,2580,216,4
27280,2580,266,4
27281,2580,254,1
27282,2580,559,3
27283,2580,323,1
27284,2580,680,5
27285,2580,419,3
27286,2580,374,1
27287,2580,34,5
27288,2580,535,5
27289,2581,321,1
27290,2581,308,4
27291,2581,718,1
27292,2581,9,5
27293,2581,532,2
27294,2581,530,3
27295,2581,203,5
27296,2581,688,2
27297,2581,81,4
27298,2581,107,4
27299,2581,98,5
27300,2582,200,1
27301,2582,391,4
27302,2582,404,2
27303,2582,364,4
27304,2582,577,4
27305,2582,638,5
27306,2582,728,4
27307,2582,529,5
27308,2582,309,1
27309,2582,528,4
27310,2582,300,2
27311,2582,276,5
27312,2582,7,5
27313,2583,507,2
27314,2583,387,1
27315,2583,269,3
27316,2583,84,3
27317,2583,638,4
27318,2583,181,1
27319,2583,333,3
27320,2583,677,2
27321,2583,16,5
27322,2583,472,2
27323,2584,22,5
27324,2584,458,3
27325,2584,185,2
27326,2584,15,1
27327,2584,396,2
27328,2584,727,5
27329,2584,597,5
27330,2584,1,2
27331,2585,220,4
27332,2585,68,1
27333,2585,411,4
27334,2585,561,1
27335,2585,127,4
27336,2586,482,4
27337,2586,384,2
27338,2586,83,2
27339,2586,119,4
27340,2586,506,5
27341,2586,539,5
27342,2586,247,5
27343,2586,630,3
27344,2586,711,1
27345,2586,39,4
27346,2586,47,4
27347,2587,525,5
27348,2587,346,4
27349,2587,450,3
27350,2587,539,3
27351,2587,630,2
27352,2587,372,1
27353,2587,458,2
27354,2587,314,2
27355,2587,5,2
27356,2587,141,2
27357,2587,345,3
27358,2587,592,2
27359,2588,580,1
27360,2588,210,5
27361,2588,16,5
27362,2589,718,5
27363,2589,709,1
27364,2589,464,4
27365,2589,202,2
27366,2589,426,4
27367,2589,411,1
27368,2589,422,1
27369,2589,539,5
27370,2589,181,4
27371,2589,679,2
27372,2589,245,2
27373,2589,324,5
27374,2589,452,1
27375,2589,126,3
27376,2589,548,4
27377,2589,546,2
27378,2589,95,1
27379,2590,185,3
27380,2590,626,5
27381,2590,615,2
27382,2590,212,1
27383,2591,699,1
27384,2591,78,2
27385,2591,421,1
27386,2591,133,5
27387,2591,454,1
27388,2591,429,1
27389,2591,644,4
27390,2591,581,2
27391,2591,533,3
27392,2591,583,3
27393,2591,633,5
27394,2591,326,2
27395,2591,212,5
27396,2591,171,3
27397,2591,26,4
27398,2591,291,5
27399,2592,458,5
27400,2592,294,4
27401,2592,321,2
27402,2592,54,4
27403,2592,123,4
27404,2592,339,4
27405,2592,317,4
27406,2592,655,3
27407,2592,106,5
27408,2592,80,5
27409,2592,185,2
27410,2592,705,4
27411,2593,85,5
27412,2593,88,5
27413,2593,645,1
27414,2593,2,3
27415,2593,202,4
27416,2593,544,1
27417,2593,693,5
27418,2593,68,1
27419,2593,265,4
27420,2593,87,1
27421,2593,192,3
27422,2593,683,4
27423,2594,88,5
27424,2594,631,1
27425,2594,32,2
27426,2594,146,1
27427,2594,689,2
27428,2594,422,3
27429,2594,111,1
27430,2594,22,2
27431,2594,79,2
27432,2594,284,2
27433,2594,1,5
27434,2594,64,4
27435,2594,403,2
27436,2594,325,2
27437,2594,468,4
27438,2594,146,4
27439,2595,278,4
27440,2595,3,3
27441,2595,56,2
27442,2596,698,5
27443,2596,292,1
27444,2596,577,2
27445,2596,505,2
27446,2596,704,3
27447,2596,291,3
27448,2596,267,4
27449,2596,483,5
27450,2596,377,2
27451,2596,700,2
27452,2596,23,5
27453,2596,14,2
27454,2596,333,4
27455,2596,338,5
27456,2596,138,4
27457,2596,543,5
27458,2596,609,4
27459,2596,179,3
27460,2596,415,1
27461,2597,26,3
27462,2597,67,4
27463,2597,316,2
27464,2597,165,2
27465,2597,88,2
27466,2597,244,5
27467,2597,152,1
27468,2597,24,4
27469,2597,177,3
27470,2597,666,2
27471,2597,65,3
27472,2597,572,1
27473,2597,274,5
27474,2597,503,2
27475,2597,21,1
27476,2597,559,2
27477,2598,344,1
27478,2598,717,2
27479,2598,104,3
27480,2598,257,3
27481,2598,124,4
27482,2598,256,4
27483,2599,638,5
27484,2600,348,1
27485,2600,557,2
27486,2600,401,2
27487,2600,492,2
27488,2600,264,5
27489,2600,389,5
27490,2600,21,3
27491,2600,338,1
27492,2600,22,4
27493,2600,413,4
27494,2600,324,5
27495,2600,653,4
27496,2600,684,5
27497,2601,224,5
27498,2601,522,5
27499,2601,630,5
27500,2601,458,2
27501,2601,731,1
27502,2601,697,3
27503,2601,649,5
27504,2601,393,1
27505,2601,563,2
27506,2601,539,3
27507,2601,125,2
27508,2601,206,3
27509,2601,116,1
27510,2601,258,4
27511,2601,694,1
27512,2602,85,5
27513,2602,500,3
27514,2602,112,3
27515,2602,91,3
27516,2603,514,3
27517,2603,27,5
27518,2603,575,1
27519,2603,205,3
27520,2603,198,1
27521,2603,455,3
27522,2603,262,5
27523,2603,714,1
27524,2603,580,5
27525,2603,569,4
27526,2603,234,5
27527,2603,21,3
27528,2603,334,4
27529,2603,730,2
27530,2603,618,1
27531,2604,613,5
27532,2604,482,1
27533,2604,35,1
27534,2604,354,4
27535,2604,269,2
27536,2604,668,1
27537,2604,237,1
27538,2604,490,5
27539,2604,703,4
27540,2604,187,2
27541,2604,275,3
27542,2604,181,4
27543,2604,362,1
27544,2605,13,4
27545,2605,399,1
27546,2605,24,3
27547,2605,465,5
27548,2605,486,5
27549,2605,49,5
27550,2605,394,1
27551,2605,337,3
27552,2605,418,1
27553,2605,442,3
27554,2605,472,4
27555,2605,539,3
27556,2605,30,5
27557,2605,704,4
27558,2605,335,3
27559,2605,82,2
27560,2605,62,5
27561,2605,599,3
27562,2605,190,5
27563,2606,194,2
27564,2606,234,1
27565,2606,528,3
27566,2606,57,5
27567,2606,301,1
27568,2606,258,2
27569,2606,409,1
27570,2606,477,5
27571,2607,475,1
27572,2607,277,4
27573,2607,214,1
27574,2607,348,4
27575,2607,572,2
27576,2607,514,2
27577,2607,359,2
27578,2607,546,2
27579,2607,236,5
27580,2607,653,5
27581,2607,181,4
27582,2608,121,2
27583,2608,337,3
27584,2608,444,1
27585,2608,547,2
27586,2608,592,3
27587,2608,123,2
27588,2608,336,2
27589,2608,533,1
27590,2608,97,4
27591,2608,519,3
27592,2608,644,1
27593,2608,444,3
27594,2608,393,1
27595,2608,37,4
27596,2609,548,5
27597,2609,271,1
27598,2609,210,4
27599,2609,410,5
27600,2609,401,2
27601,2610,638,5
27602,2610,71,1
27603,2610,243,1
27604,2610,438,1
27605,2610,287,2
27606,2610,588,5
27607,2610,505,1
27608,2610,325,3
27609,2610,368,4
27610,2610,390,2
27611,2610,216,4
27612,2610,487,3
27613,2610,256,5
27614,2610,44,2
27615,2611,649,4
27616,2611,516,2
27617,2612,393,5
27618,2612,493,5
27619,2612,536,3
27620,2612,483,1
27621,2612,605,5
27622,2612,727,5
27623,2612,443,2
27624,2612,160,3
27625,2612,317,2
27626,2612,382,2
27627,2612,653,2
27628,2612,690,5
27629,2612,254,3
27630,2612,713,3
27631,2613,16,2
27632,2613,627,4
27633,2613,35,5
27634,2613,537,2
27635,2613,643,5
27636,2614,92,2
27637,2614,291,5
27638,2614,256,5
27639,2614,201,4
27640,2614,268,4
27641,2614,266,5
27642,2614,487,5
27643,2614,331,4
27644,2615,431,1
27645,2615,262,1
27646,2615,353,2
27647,2615,507,5
27648,2615,612,3
27649,2616,158,4
27650,2616,681,4
27651,2616,58,1
27652,2616,353,5
27653,2616,145,5
27654,2617,170,4
27655,2617,47,5
27656,2617,558,3
27657,2617,212,4
27658,2617,108,4
27659,2617,25,3
27660,2617,504,5
27661,2617,272,2
27662,2617,705,1
27663,2617,192,1
27664,2617,491,2
27665,2617,306,4
27666,2617,268,4
27667,2617,687,5
27668,2617,283,3
27669,2617,415,1
27670,2618,33,1
27671,2618,57,2
27672,2618,667,5
27673,2618,277,4
27674,2618,40,2
27675,2618,158,4
27676,2618,147,3
27677,2618,677,2
27678,2618,29,3
27679,2618,174,2
27680,2618,534,2
27681,2618,176,1
27682,2618,231,1
27683,2618,607,1
27684,2619,491,5
27685,2619,466,3
27686,2619,139,5
27687,2619,259,3
27688,2619,694,1
27689,2619,273,5
27690,2619,48,3
27691,2620,157,3
27692,2620,35,1
27693,2620,538,3
27694,2620,558,5
27695,2620,360,3
27696,2620,126,3
27697,2620,716,4
27698,2620,572,4
27699,2620,72,5
27700,2620,641,4
27701,2620,348,1
27702,2620,672,4
27703,2620,375,5
27704,2620,593,4
27705,2621,93,5
27706,2621,619,4
27707,2621,352,4
27708,2621,359,5
27709,2621,483,3
27710,2621,649,2
27711,2621,338,4
27712,2621,77,5
27713,2621,86,1
27714,2621,714,1
27715,2621,68,5
27716,2622,267,1
27717,2622,236,5
27718,2622,635,2
27719,2623,540,2
27720,2623,258,3
27721,2623,10,4
27722,2623,522,4
27723,2623,500,2
27724,2623,241,2
27725,2623,257,3
27726,2623,309,4
27727,2623,311,4
27728,2624,652,4
27729,2624,55,3
27730,2625,19,5
27731,2625,67,2
27732,2625,185,5
27733,2625,587,4
27734,2625,180,4
27735,2625,508,2
27736,2625,287,5
27737,2625,71,2
27738,2625,672,4
27739,2625,731,1
27740,2625,36,3
27741,2625,519,1
27742,2625,589,3
27743,2625,595,4
27744,2625,341,1
27745,2625,295,3
27746,2625,127,4
27747,2625,199,3
27748,2626,661,3
27749,2626,658,4
27750,2626,649,5
27751,2626,691,3
27752,2626,363,4
27753,2626,726,4
27754,2626,605,5
27755,2626,583,1
27756,2626,8,5
27757,2626,689,5
27758,2626,94,3
27759,2626,722,5
27760,2626,52,2
27761,2626,85,3
27762,2626,645,2
27763,2626,502,3
27764,2626,391,3
27765,2626,476,5
27766,2626,149,2
27767,2626,313,1
27768,2627,533,5
27769,2627,77,3
27770,2627,432,4
27771,2627,703,2
27772,2627,377,4
27773,2627,589,3
27774,2627,122,3
27775,2627,611,1
27776,2627,361,1
27777,2628,49,5
27778,2628,193,4
27779,2628,381,3
27780,2628,334,4
27781,2629,132,5
27782,2629,502,4
27783,2629,426,2
27784,2629,563,4
27785,2629,229,5
27786,2629,159,1
27787,2629,79,2
27788,2629,3,4
27789,2629,709,5
27790,2630,689,3
27791,2631,297,4
27792,2631,570,1
27793,2631,574,3
27794,2631,601,5
27795,2631,102,2
27796,2632,669,1
27797,2632,82,3
27798,2632,657,3
27799,2632,509,1
27800,2632,106,4
27801,2632,81,3
27802,2632,313,3
27803,2632,264,2
27804,2632,399,2
27805,2632,722,2
27806,2632,450,4
27807,2632,440,5
27808,2633,394,5
27809,2633,620,4
27810,2633,288,3
27811,2633,347,4
27812,2633,342,4
27813,2633,476,5
27814,2633,191,2
27815,2633,449,4
27816,2633,638,1
27817,2633,381,5
27818,2633,45,1
27819,2633,563,1
27820,2634,534,5
27821,2634,37,5
27822,2634,129,4
27823,2634,349,1
27824,2634,276,3
27825,2634,114,5
27826,2634,409,4
27827,2634,90,5
27828,2634,478,5
27829,2634,465,4
27830,2634,494,5
27831,2634,701,5
27832,2634,5,3
27833,2634,579,5
27834,2634,545,2
27835,2634,290,1
27836,2634,441,2
27837,2634,447,3
27838,2635,149,5
27839,2635,513,1
27840,2635,406,5
27841,2635,164,1
27842,2635,461,4
27843,2635,474,3
27844,2635,691,4
27845,2635,286,4
27846,2635,617,4
27847,2635,236,1
27848,2635,16,3
27849,2635,16,4
27850,2635,545,1
27851,2635,393,4
27852,2635,401,2
27853,2635,349,2
27854,2635,649,3
27855,2635,225,4
27856,2636,442,1
27857,2636,312,4
27858,2636,71,4
27859,2636,391,1
27860,2636,50,4
27861,2636,307,3
27862,2636,666,3
27863,2636,344,4
27864,2636,110,2
27865,2637,159,3
27866,2637,667,3
27867,2637,373,2
27868,2638,190,5
27869,2638,47,4
27870,2638,167,2
27871,2638,146,4
27872,2638,572,1
27873,2638,112,3
27874,2638,443,5
27875,2639,732,1
27876,2639,104,3
27877,2639,373,1
27878,2639,261,5
27879,2639,711,5
27880,2639,449,4
27881,2640,726,4
27882,2640,311,3
27883,2640,374,4
27884,2641,450,5
27885,2641,258,5
27886,2641,327,1
27887,2642,427,2
27888,2642,663,4
27889,2642,660,1
27890,2642,424,4
27891,2642,385,4
27892,2642,351,2
27893,2642,677,5
27894,2642,570,1
27895,2642,359,4
27896,2642,461,1
27897,2642,457,1
27898,2642,724,3
27899,2643,108,1
27900,2643,205,5
27901,2643,329,4
27902,2643,683,3
27903,2643,556,2
27904,2643,698,3
27905,2643,418,5
27906,2644,587,3
27907,2644,693,1
27908,2644,25,4
27909,2644,113,1
27910,2644,185,4
27911,2644,133,1
27912,2644,377,4
27913,2644,665,1
27914,2644,189,4
27915,2644,95,3
27916,2644,14,5
27917,2645,642,5
27918,2646,530,2
27919,2646,306,3
27920,2646,163,4
27921,2646,249,2
27922,2646,123,4
27923,2646,334,1
27924,2646,219,2
27925,2646,539,3
27926,2646,91,1
27927,2647,731,4
27928,2647,694,1
27929,2647,492,1
27930,2647,447,1
27931,2647,62,5
27932,2647,503,5
27933,2647,634,2
27934,2647,518,2
27935,2647,618,1
27936,2648,37,5
27937,2648,561,5
27938,2648,55,2
27939,2648,587,1
27940,2648,219,1
27941,2648,530,4
27942,2648,138,4
27943,2648,133,4
27944,2648,645,3
27945,2648,374,2
27946,2648,541,1
27947,2648,314,2
27948,2649,498,1
27949,2650,246,2
27950,2650,612,1
27951,2650,347,3
27952,2650,365,2
27953,2650,418,1
27954,2651,238,5
27955,2651,165,5
27956,2651,315,2
27957,2651,571,3
27958,2651,651,3
27959,2651,248,4
27960,2651,670,1
27961,2651,453,3
27962,2651,160,4
27963,2651,89,2
27964,2651,375,5
27965,2651,717,4
27966,2651,573,5
27967,2651,38,2
27968,2651,363,3
27969,2651,29,2
27970,2651,416,5
27971,2651,555,5
27972,2651,591,1
27973,2652,199,1
27974,2652,329,3
27975,2652,437,5
27976,2652,97,4
27977,2652,362,3
27978,2652,453,1
27979,2652,468,3
27980,2652,305,4
27981,2652,130,1
27982,2652,715,5
27983,2653,424,2
27984,2653,400,2
27985,2653,365,2
27986,2653,390,1
27987,2653,387,4
27988,2653,107,5
27989,2653,482,1
27990,2653,65,2
27991,2653,717,2
27992,2653,260,2
27993,2653,282,3
27994,2653,57,2
27995,2653,375,2
27996,2653,650,1
27997,2653,699,2
27998,2653,583,5
27999,2653,200,2
28000,2653,172,5
28001,2654,652,5
28002,2654,629,4
28003,2654,364,1
28004,2654,628,4
28005,2654,503,3
28006,2654,484,2
28007,2654,238,5
28008,2654,234,3
28009,2654,498,3
28010,2654,14,1
28011,2655,535,5
28012,2655,665,4
28013,2655,701,2
28014,2655,444,4
28015,2655,359,1
28016,2655,600,2
28017,2655,167,1
28018,2655,505,1
28019,2655,129,1
28020,2655,18,3
28021,2655,618,3
28022,2656,162,1
28023,2656,127,2
28024,2656,32,2
28025,2656,333,1
28026,2656,84,1
28027,2656,73,2
28028,2656,45,2
28029,2656,603,2
28030,2656,258,1
28031,2656,447,4
28032,2656,705,4
28033,2656,195,1
28034,2656,154,5
28035,2656,380,1
28036,2656,676,3
28037,2656,719,3
28038,2657,463,3
28039,2657,379,3
28040,2657,383,1
28041,2657,55,4
28042,2657,221,2
28043,2657,271,4
28044,2658,631,4
28045,2658,220,5
28046,2659,59,4
28047,2659,141,1
28048,2659,234,3
28049,2659,469,4
28050,2659,498,1
28051,2659,416,5
28052,2659,413,2
28053,2659,396,1
28054,2659,237,1
28055,2659,155,2
28056,2659,662,5
28057,2659,110,3
28058,2659,343,1
28059,2660,235,2
28060,2660,256,1
28061,2660,696,4
28062,2660,555,1
28063,2660,516,3
28064,2660,514,2
28065,2660,363,3
28066,2660,121,3
28067,2660,137,5
28068,2660,693,5
28069,2660,96,5
28070,2660,530,5
28071,2660,164,2
28072,2660,566,2
28073,2660,364,2
28074,2660,641,2
28075,2660,316,2
28076,2660,351,5
28077,2660,664,2
28078,2661,494,3
28079,2661,698,2
28080,2661,233,1
28081,2661,479,2
28082,2661,659,1
28083,2661,406,4
28084,2661,38,1
28085,2661,140,4
28086,2661,289,5
28087,2661,597,3
28088,2661,190,2
28089,2661,173,5
28090,2661,597,5
28091,2661,196,2
28092,2662,560,2
28093,2662,271,3
28094,2662,685,3
28095,2662,587,3
28096,2662,249,3
28097,2662,244,3
28098,2662,719,2
28099,2662,152,3
28100,2662,461,3
28101,2662,288,4
28102,2662,114,5
28103,2662,102,4
28104,2662,650,2
28105,2662,40,2
28106,2662,115,4
28107,2662,538,1
28108,2662,412,4
28109,2662,262,4
28110,2662,390,1
28111,2662,690,5
28112,2663,75,4
28113,2664,682,3
28114,2664,151,3
28115,2664,310,3
28116,2664,383,3
28117,2664,444,1
28118,2664,378,4
28119,2665,485,4
28120,2665,420,2
28121,2665,588,3
28122,2665,720,2
28123,2665,30,4
28124,2665,13,1
28125,2665,283,2
28126,2665,690,2
28127,2665,571,3
28128,2665,515,5
28129,2665,50,1
28130,2665,257,3
28131,2665,438,5
28132,2665,463,3
28133,2666,247,3
28134,2666,507,4
28135,2666,692,5
28136,2666,199,4
28137,2666,322,3
28138,2666,584,2
28139,2666,400,5
28140,2666,610,2
28141,2666,163,4
28142,2667,396,1
28143,2667,627,5
28144,2667,164,2
28145,2667,520,5
28146,2667,511,2
28147,2667,536,3
28148,2667,166,5
28149,2668,260,3
28150,2668,349,4
28151,2668,112,1
28152,2669,86,2
28153,2669,68,3
28154,2669,132,1
28155,2669,321,3
28156,2669,417,4
28157,2669,707,1
28158,2669,535,3
28159,2669,463,3
28160,2669,193,2
28161,2669,646,4
28162,2669,298,4
28163,2669,420,1
28164,2669,294,4
28165,2670,260,4
28166,2670,578,5
28167,2670,200,1
28168,2670,493,3
28169,2670,74,1
28170,2670,726,4
28171,2670,717,3
28172,2670,478,1
28173,2670,393,4
28174,2670,405,4
28175,2670,1,2
28176,2670,436,3
28177,2670,487,4
28178,2670,229,3
28179,2670,487,2
28180,2670,31,4
28181,2670,89,2
28182,2671,68,1
28183,2671,225,2
28184,2671,266,4
28185,2671,720,5
28186,2671,284,2
28187,2671,415,4
28188,2671,291,3
28189,2671,219,1
28190,2671,9,4
28191,2672,136,5
28192,2672,370,4
28193,2672,414,1
28194,2672,163,1
28195,2672,620,2
28196,2672,412,1
28197,2672,263,5
28198,2672,519,1
28199,2672,421,5
28200,2672,450,2
28201,2672,148,4
28202,2672,92,2
28203,2672,378,2
28204,2672,647,2
28205,2673,647,1
28206,2673,165,3
28207,2673,352,4
28208,2673,352,1
28209,2674,519,5
28210,2674,193,3
28211,2674,156,5
28212,2674,39,2
28213,2674,43,3
28214,2674,227,5
28215,2674,391,2
28216,2674,115,4
28217,2674,141,3
28218,2674,182,3
28219,2674,17,5
28220,2674,14,2
28221,2674,604,3
28222,2674,672,1
28223,2675,72,3
28224,2675,486,3
28225,2675,519,4
28226,2675,506,5
28227,2675,43,4
28228,2675,345,2
28229,2675,492,4
28230,2675,375,4
28231,2675,467,5
28232,2675,732,2
28233,2676,189,5
28234,2676,482,2
28235,2676,530,3
28236,2677,108,4
28237,2677,278,1
28238,2677,307,4
28239,2677,335,4
28240,2677,200,4
